id,name,address,city,state,lat,lon,price_per_gallon
10058,CITGO,US-431/SR-1 & SR-27,Abbeville,AL,31.55036,-85.26816,3.399
71578,RACETRAC #2595,I-65 EXIT 284,Alabaster,AL,33.229429,-86.813851,2.999
64581,SNEAD SHELL,US-278 & SR-75,Altoona,AL,34.09726,-86.239843,3.109
68282,SUNSTOP #612,US-84,Andalusia,AL,31.26427,-86.505956,3.4857
60084,SUNSTOP #625,US-84,Ashford,AL,31.169333,-85.284857,3.599
68476,CREEK TRAVEL PLAZA,"I-65, EXIT 54",Atmore,AL,31.039123,-87.472886,3.1357
66472,DIAMOND #21,"I-65, EXIT 54",Atmore,AL,31.081134,-87.509654,3.259
66648,CHEVRON,"I-20, EXIT 113",Bessemer,AL,33.407342,-86.923659,3.099
1621,CIRCLE K #2709337,"I-65, EXIT 262B",Birmingham,AL,33.486899,-86.819642,3.489
66399,CIRCLE K #2723672,"I-59/I-20, EXIT 128",Birmingham,AL,33.511433,-86.82722,3.699
66036,FLYING J TRAVEL PLAZA #602,"I-65, EXIT 264",Birmingham,AL,33.512066,-86.786531,3.559
4533,SPEEDWAY #1449,"I-65, EXIT 262B",Birmingham,AL,33.531354,-86.840047,2.9757
63828,CIRCLE K #2723654,US-431,Boaz,AL,34.120621,-86.173048,3.519
66640,Kent Kwik #928,US-82/SR-6 & SR-5/SR-25,Brent,AL,32.974115,-87.248195,3.099
64706,CIRCLE K #2721571,"I-65, EXIT 69",Brewton,AL,31.100179,-87.064207,3.399
67965,DIAMOND #7,"I-65, EXIT 69",Brewton,AL,31.164891,-87.129318,3.399
64545,HOBO PANTRY #24,US-231 & SR-10,Brundidge,AL,31.688653,-85.832774,3.599
63829,CALERA CHEVRON,SR-25,Calera,AL,33.098778,-86.738616,3.199
71628,QUIKTRIP #7171,I-65 EXIT 231,Calera,AL,33.104322,-86.716334,2.999
64546,GRUB MART #13,"I-59, EXIT 205 & US-411/SR-25/SR-68",Centre,AL,34.135557,-85.569363,3.349
66846,CIRCLE K #2723664,US-280,Childersburg,AL,33.241268,-86.348968,3.899
4927,CIRCLE K #2704886,"I-65, EXIT 205 & US-31/SR-22",Clanton,AL,32.800963,-86.647123,3.2073
64592,LOVES TRAVEL STOP #368,"I-65, EXIT 208 & CR-28",Clanton,AL,32.856952,-86.662583,3.3373
64092,ONE9 #4555,"I-20/I-59, EXIT 77",Cottondale,AL,33.149296,-87.347355,2.9323
71523,QUIKTRIP #7170,I-59 EXIT 77,Cottondale,AL,33.184991,-87.362907,2.9157
588,TA TUSCALOOSA TRAVEL CENTER,"I-20/I-59, EXIT 77",Cottondale,AL,33.181161,-87.369627,2.964
66410,SIBLEY FOOD FUEL,US-72/SR-20 & CR-150,Courtland,AL,34.679336,-87.315161,3.399
72563,RACEWAY #6991,I-65 Exit 19 & US-43,Creola,AL,30.876058,-87.996397,2.949
6701,JACKS TRUCK STOP,"I-65, EXIT 304 & SR-69",Cullman,AL,34.163486,-86.841457,3.999
69153,Pilot Travel Center #1550,"I-65, EXIT 304 & SR-69/CR-437",Cullman,AL,34.166619,-86.844069,3.859
7492,Mobil dba One9 #1365,"I-85, EXIT 70",Cusseta,AL,32.822319,-85.297531,2.999
67804,SUNSTOP #616,US-84/SR-134 & CR-1,Daleville,AL,31.275963,-85.720415,3.399
60106,SUNSTOP #619,US-84,Daleville,AL,31.241202,-85.739625,3.399
70122,Circle K #2709301,SR-67,Decatur,AL,34.625081,-87.028022,3.899
70420,Circle K #2709302,SR-67,Decatur,AL,34.565044,-87.014863,3.5073
63523,PILOT TRAVEL CENTER #441,"I-65, EXIT 334",Decatur,AL,34.58803,-86.983049,3.859
71631,RACEWAY #6891,SR-20 & SR-67,Decatur,AL,34.568377,-86.955006,3.099
71056,SPEEDWAY #1044,US-72 & SR-20,Decatur,AL,34.592609,-86.966584,3.4257
72647,RACEWAY #6972,US-83 & US-43,Demopolis,AL,32.486238,-87.824182,3.0773
66845,CIRCLE K #2723643,SR-431,Dothan,AL,31.153319,-85.33925,3.5823
67040,FLYING J TRAVEL PLAZA #603,US-431/SR-210 & US-231/SR-1,Dothan,AL,31.170075,-85.351213,3.999
3096,HOBO PANTRY #6,US-431/SR-210,Dothan,AL,31.1302,-85.3486,3.959
72885,RACEWAY #6960,US-431 & Westgate PKWY,Dothan,AL,31.146704,-85.40011,3.199
64712,SUNSTOP #650,US-431 & SR-210,Dothan,AL,31.146924,-85.3768,3.4123
72219,QUICK FILL,US-78/SR-4,Eastaboga,AL,33.596834,-85.949755,3.099
64713,GOOD TO GO,"I-65, EXIT 200",Enterprise,AL,31.324377,-85.826337,3.599
60114,SUNSTOP #606,US-84/SR-167,Enterprise,AL,31.359407,-85.804572,3.699
70581,LOVES TRAVEL STOP #773,"SR-14 & I-59/20, EXIT 40",Eutaw,AL,32.919262,-87.948839,3.1373
66780,DIAMOND #20,"I-65, EXIT 93 & SR-84",Evergreen,AL,31.445736,-86.930291,3.399
67325,LOVES TRAVEL STOP #225,"I-65, EXIT 93 & US-84",Evergreen,AL,31.459757,-86.899481,3.339
64554,FACKLER TEXACO TRUCK STOP,US-72 & CR-42,Fackler,AL,34.822995,-85.961286,3.199
52426,J MART #322,"I-65, EXIT 322",Falkville,AL,34.315932,-86.907187,3.199
67127,LOVES TRAVEL STOP #381,"I-65, EXIT 322 & CR-55",Falkville,AL,34.347482,-86.90283,3.849
72945,CIRCLE K #2707057,SR-59 & CR-12,Foley,AL,30.378742,-87.722308,3.0923
72680,RACEWAY #6990,US-98,Foley,AL,30.403284,-87.676237,3.0757
66407,CIRCLE K #2723668,SR-35,Fort Payne,AL,34.412247,-85.694821,3.649
71111,MAPCO #5167,"I-59, EXIT 21B & SR-35",Fort Payne,AL,34.419878,-85.678985,3.479
66273,PETRO STOPPING CENTER,"I-59, EXIT 181 & US-77",Gadsden,AL,34.045967,-85.952988,3.999
72309,Racetrac #2608,"I-59, EXIT 181 & SR-77",Gadsden,AL,34.078996,-85.941087,2.999
71095,HOBO PANTRY #29,US-84/SR-12 & SR-95,Gordon,AL,31.09055,-85.128313,3.659
6154,TA MOBILE TRAVEL CENTER,"I-10,  EXIT 4",Grand Bay,AL,30.538268,-88.31069,3.1357
71623,Circle K #2706637,US-43,Grove Hill,AL,31.698335,-87.793854,3.719
71199,LOVES TRAVEL STOP #814,"I-22, EXIT 14 & CR-35",Hamilton,AL,34.12062,-87.992122,3.5557
52365,MOORES SUPER STORE,US-43/US-278/SR-171,Hamilton,AL,34.164144,-87.981738,3.799
66900,DODGE CITY PETRO #397,"I-65, EXIT 299 & SR-69",Hanceville,AL,34.06842,-86.764381,3.919
67344,DODGE CITY SHELL,"I-65, EXIT 299",Hanceville,AL,34.066219,-86.747735,3.9523
67718,SUNSTOP #622,SR-52 & SR-167,Hartford,AL,31.114188,-85.746165,3.599
60136,HOBO PANTRY #18,US-431,Headland,AL,31.384164,-85.332853,3.599
6182,Exxon,"I-20, EXIT 205 & SR-46",Heflin,AL,33.575933,-85.618567,3.0157
71490,LOVES TRAVEL STOP #818,"I-20, EXIT 205 & SR-46",Heflin,AL,33.632544,-85.617818,3.2073
66897,FLYING J TRAVEL PLAZA #604,"I-65, EXIT 158",Hope Hull,AL,32.244789,-86.426124,3.309
70100,LOVES TRAVEL STOP #718,"I-65, EXIT 158",Hope Hull,AL,32.252029,-86.430956,3.2657
70858,SPEEDWAY #1012,"I-65, EXIT 158 & CR-6",Hope Hull,AL,32.214389,-86.427531,3.0523
4311,Saveway Truck Plaza,"I-65, EXIT 164 & US-31",Hope Hull,AL,32.241967,-86.415998,3.139
69632,Circle K #2709300,US-72/SR-2,Huntsville,AL,34.738114,-86.578274,2.9773
66673,MARATHON,SR-72,Huntsville,AL,34.688853,-86.570913,2.979
72477,Racetrac #2618,US-231 & CR-8,Huntsville,AL,34.701967,-86.574957,2.9507
72478,Racetrac #2621,SR-53,Huntsville,AL,34.715566,-86.533971,3.099
72721,Racetrac #2625,SR 72 E & SHIELDS RD,Huntsville,AL,34.721536,-86.604064,2.9773
71259,LOVES TRAVEL STOP #846,I-10 EXIT 10,Irvington,AL,30.451506,-88.230281,3.1657
71833,Circle K #2706636,US HWY 43,Jackson,AL,31.493022,-87.885177,3.899
3167,JASPER FOOD MART,US-78,Jasper,AL,33.836944,-87.298815,3.229
68359,LOVES TRAVEL STOP #466,"I-78, EXIT 65",Jasper,AL,33.850335,-87.272453,3.5557
69930,CONCORDE TRAVEL CENTER,"I-65, EXIT 219 & CR-42",Jemison,AL,33.018801,-86.695845,3.299
67848,JEMISON EXXON,"I-65, EXIT 219 & CR-42",Jemison,AL,32.968008,-86.739532,3.299
2982,CIRCLE K #2723726,"I-59/I-20, EXIT 52 & US-11/US-43/SR-7",Knoxville,AL,32.979316,-87.822503,3.089
4826,I-20 Truck Stop,"I-20, EXIT 165",Lincoln,AL,33.639482,-86.14415,2.999
69681,PILOT TRAVEL CENTER #1549,"I-20, EXIT168 & SR-77",Lincoln,AL,33.590919,-86.143989,3.109
67262,PILOT TRAVEL CENTER #497,"I-20, EXIT 165",Lincoln,AL,33.615897,-86.114942,3.109
63517,TA LINCOLN TRAVEL CENTER,"I-20, EXIT 168 & SR-77",Lincoln,AL,33.642566,-86.110889,3.084
72430,PATRIOT FUELING CENTER,SR-9,Lineville,AL,33.293332,-85.744748,3.299
52663,EXXON,"I-20/I-59, EXIT 17 & SR-28",Livingston,AL,32.558236,-88.149701,2.979
72884,CEFCO #435,"I-10, EXIT 44 & US-90",Loxley,AL,30.604177,-87.730213,3.0257
64484,LOVES TRAVEL STOP #206,"I-10, EXIT 44 & SR-59",Loxley,AL,30.600734,-87.746082,3.339
70383,SPEEDWAY #4400,I-10 & SR-59,Loxley,AL,30.60802,-87.771113,3.2823
2204,NATURAL BRIDGE SHELL,US-278 & SR-5,Lynn,AL,34.027749,-87.57569,3.6823
69931,SHELL,"I-565, EXIT 7 & CR-127",Madison,AL,34.665441,-86.848285,3.349
72981,Sprint Mart #2301,I-565 & CR-115,Madison,AL,34.648617,-86.797018,3.4923
60147,HOP-IN FOOD STORES,US-82 & SR-22,Maplesville,AL,32.772614,-86.873341,3.399
52383,FLYING J TRAVEL PLAZA #601,"I-20/I-59, EXIT 104",Mc Calla,AL,33.312217,-87.137768,3.1707
67331,LOVES TRAVEL STOP #227,"I-20 /I-59, EXIT 100 & SR-216",Mc Calla,AL,33.264645,-87.071635,3.159
912,PETRO STOPPING CENTER #319,"I-20/59,  EXIT 100",Mc Calla,AL,33.274062,-87.12978,3.1257
71329,SPEEDWAY #1439,I-20 Exit 100,Mc Calla,AL,33.282373,-87.128952,2.9023
66470,CIRCLE K #9068,"I-65, EXIT 181",Millbrook,AL,32.468006,-86.364329,3.2157
64569,LOVES TRAVEL STOP #624,"I-65, EXIT 8B",Mobile,AL,30.730532,-88.078617,3.2057
52262,CIRCLE K #2721577,US-84 & SR-21,Monroeville,AL,31.535127,-87.357357,3.434
72185,Circle K #2709332,US-231/SR-53,Montgomery,AL,32.394069,-86.275703,3.259
72818,QUIKTRIP #7174,"I-65, EXIT 168",Montgomery,AL,32.348379,-86.273518,2.999
71519,SPEEDWAY #1506,US-231 & SR-271,Montgomery,AL,32.353375,-86.258909,3.0423
7635,TA MONTGOMERY TRAVEL CENTER,"I-65, EXIT 168 & US-80/US-82/SR-6/SR-8",Montgomery,AL,32.328196,-86.218722,3.2523
69101,BROMPTON VALERO,"I-20, EXIT 147 WEST",Moody,AL,33.580985,-86.482677,3.1223
69059,LOVES TRAVEL STOP #530,"I-20, EXIT 147",Moody,AL,33.567693,-86.506427,3.1757
2889,MOULTON COWBOYS,SR-157,Moulton,AL,34.505138,-87.255101,3.099
72660,RACEWAY #6989,US-157 & COURT ST,Moulton,AL,34.514786,-87.203575,3.049
60145,OCS QUICK STOP,US-43/SR-13,Mount Vernon,AL,31.087697,-88.031318,3.699
64572,CIRCLE K #2723730,US-43/SR-13/SR-69,Northport,AL,33.269912,-87.607125,3.399
9945,CIRCLE K #2706690,"I-85/US-29, EXIT 62 & US-280/US-431/SR-38/SR-1",Opelika,AL,32.639971,-85.415965,2.999
71311,CIRCLE K #708,"I-85, EXIT 64 & US-29",Opelika,AL,32.617916,-85.390264,3.2657
71776,QUIKTRIP #7172,"I-85/US-29, EXIT 58 & SR-169",Opelika,AL,32.667641,-85.355158,2.999
71941,RACETRAC #2628,I-85 EXIT 62 & US-280,Opelika,AL,32.612418,-85.3445,2.999
66847,CIRCLE K #2723667,"I-20, EXIT 185 & SR-21",Oxford,AL,33.600031,-85.800786,2.999
71249,RACETRAC #2589,"I-20, EXIT 185",Oxford,AL,33.550164,-85.854875,2.999
69223,LOVES TRAVEL STOP #566,"US-231/CR-53, EXIT 12",Ozark,AL,31.449576,-85.629486,3.989
67798,SUNSTOP #631,SR-231/SR-53 & SR-123,Ozark,AL,31.467821,-85.666862,3.599
908,CIRCLE K #2704888,"I-65, EXIT 246 & SR-119",Pelham,AL,33.323669,-86.737658,3.4657
72591,Quiktrip #7173,"I-20, EXIT 156",Pell City,AL,33.622996,-86.321704,2.999
72302,TEXACO,SR-114 & SR-156,Pennington,AL,32.19047,-88.031729,3.1973
64578,MARATHON,US-431/SR-1,Phenix City,AL,32.525123,-84.99802,3.249
64715,CIRCLE K #2709067,US-31/SR-6,Prattville,AL,32.453882,-86.45507,3.499
5203,OASIS TRAVEL CENTER,"I-10, EXIT 53",Robertsdale,AL,30.551734,-87.613967,3.469
72086,DELT EXPRESS,SR-52,SAMSON,AL,31.111249,-86.03263,3.699
72752,QUIKTRIP #7178,I-65 EXIT 13 & SR 158,Saraland,AL,30.862813,-88.084003,2.9573
63628,PILOT TRAVEL CENTER #75,"I-65, EXIT 19 & US-43/SR-13",Satsuma,AL,30.847245,-88.089792,3.195
66671,CIRCLE K #2723686,US-72,Scottsboro,AL,34.779334,-86.122417,3.2657
68849,Circle K #2706632,US-80/SR-8 & CR-480,Selma,AL,32.448753,-87.032828,3.699
66784,Texaco #384529,US-80/SR-8 & SR-14,Selma,AL,32.431275,-87.041179,3.299
69474,LOVES TRAVEL STOP #577,"I-85, EXIT 22",Shorter,AL,32.400122,-85.917937,3.2207
46,PETRO STOPPING CENTER #348,"I-85,  EXIT 22 & CR-138",Shorter,AL,32.395591,-85.912605,3.154
70643,LOVES TRAVEL STOP #774,US-431/CR-248,Smiths Station,AL,32.554942,-85.101195,3.194
67292,LOVES TRAVEL STOP #304,"I-59, EXIT 174",Steele,AL,33.934695,-86.203003,3.989
67345,STEELE SERVICE STATION,"I-59, EXIT 174",Steele,AL,33.972055,-86.193942,3.889
1699,ALLENS FOOD MART280,US-280/US-231/SR-53/SR-38 & CR-8/CR-34,Sylacauga,AL,33.15859,-86.256969,3.799
71870,Circle K #2706479,US-280,Sylacauga,AL,33.209699,-86.249936,3.799
71622,Circle K #2706628,SR-193 & SR-163,Theodore,AL,30.521004,-88.141911,3.3923
52048,PILOT TRAVEL CENTER #302,"I-10, EXIT 13 & CR-30",Theodore,AL,30.567111,-88.183933,3.159
72877,QUIKTRIP #7177,"I-10, EXIT 15A",Theodore,AL,30.566595,-88.157397,2.8823
68468,SHELL,SR-193/SR-163 & CR-26,Theodore,AL,30.555677,-88.145254,3.039
64718,CUZZS,US-43/SR-13,Thomasville,AL,31.894513,-87.741208,3.5323
71835,CUZZS TRAVEL DEPOT,US 43 N,Thomasville,AL,31.911601,-87.775096,3.599
67824,CIRCLE K #2723641,US-231/SR-87/SR-10/SR-53 & CR-21,Troy,AL,31.797859,-85.982811,3.799
7636,PILOT TRAVEL CENTER #76,"I-20 & I-59, EXIT 76",Tuscaloosa,AL,33.214833,-87.562637,2.999
7629,ARNOLDS TRUCK STOP,US-72/SR-20/SR-157 & CR-59,Tuscumbia,AL,34.673938,-87.662851,3.169
69239,LOVES TRAVEL STOP #580,SR-20/157 & SR-133,Tuscumbia,AL,34.66763,-87.699122,3.849
3155,QUIK MART #18,US-72/SR-157,Tuscumbia,AL,34.690486,-87.69569,3.0073
72761,RACETRAC #2629,US-72/US-43 & SR-20,Tuscumbia,AL,34.666046,-87.7193,2.999
52557,SPRINT MART #40,US-72 & SR-247,Tuscumbia,AL,34.707246,-87.703312,3.189
6927,TORCH 85 TRUCK PLAZA,"I-85, EXIT 42",Tuskegee,AL,32.464235,-85.718943,3.2723
64719,CIRCLE K #2706697,"I-85, EXIT 77",Valley,AL,32.793326,-85.148392,3.399
72861,SPRINT MART #4143,"I-20, EXIT 89",Vance,AL,33.161485,-87.28185,3.059
71007,HAYDEN TRAVEL CENTER,"I-65, EXIT 284 & SR-160",Warrior,AL,33.845551,-86.807642,3.129
70700,PATRIOT FUELING CENTER,US-231/SR-9,Wetumpka,AL,32.589518,-86.250952,3.199
66785,WINFIELD TRUCK STOP,SR-129,Winfield,AL,33.895336,-87.767457,3.659
52366,ALMA TRAVEL MART,"I-40, EXIT 13 & US-71",Alma,AR,35.514484,-94.242011,3.3323
70144,LOVES TRAVEL STOP #635,"I-49, EXIT 24 & SR-282",Alma,AR,35.512338,-94.185794,3.459
67122,WORKMANS TRAVEL CENTER,"I-540, EXIT 24 & SR-282",Alma,AR,35.492355,-94.208537,3.3723
5999,PILOT TRAVEL CENTER #492,"I-30, EXIT 78 & SR-7",Arkadelphia,AR,34.095269,-93.099924,3.499
10065,ROAD MART,US-71/US-59,Ashdown,AR,33.694175,-94.123479,3.299
66879,TA EXPRESS,"I-40, EXIT 101",Atkins,AR,35.263128,-92.955162,3.3407
67425,LITTLEFIELD EXPRESS #15,"US-67, EXIT 55 & SR-258",Bald Knob,AR,35.292113,-91.583075,3.309
3221,Southern Travel Plaza,"US-67, EXIT 55 & US-64/US-167 & SR-367",Bald Knob,AR,35.329096,-91.557402,3.391
6111,HAWGS EXXON,US-167/SR-25,Batesville,AR,35.786732,-91.626244,3.359
72801,CASEYS #4388,"US-64, EXIT 29",Beebe,AR,35.068923,-91.900422,3.189
67875,EXXON TIGER MART,"US-67/US-167, EXIT 28 & US-64",Beebe,AR,35.057464,-91.94595,3.299
64679,PILOT TRAVEL CENTERS #118,I-30 EXIT 121,Benton,AR,34.620106,-92.602583,3.199
67849,KUM & GO #0379,US-412/ US-63 & SR-25,Black Rock,AR,36.092476,-91.084874,3.199
66449,CITGO,"I-55, EXIT 67",Blytheville,AR,35.939607,-89.921302,3.389
69786,LOVES TRAVEL STOP #671,"I-55, EXIT 63 & US-61",Blytheville,AR,35.944446,-89.933009,3.4557
63854,E-Z MART #4437,US-71,Boles,AR,34.728852,-94.057021,3.299
64721,FLASH MARKET #17049,"I-40/US-63, EXIT 216 & US-49/SR-17",Brinkley,AR,34.911258,-91.184238,3.179
71830,One9 #1330,"I-40/US-63, EXIT 216 & US-49",Brinkley,AR,34.852223,-91.188017,3.199
70718,ROAD RANGER #278,"I-40, EXIT 216 & US-49",Brinkley,AR,34.862171,-91.203729,3.199
66746,CASEYS #4246,"I-30, EXIT 123",Bryant,AR,34.626401,-92.513965,3.0323
64599,PONY EXPRESS TRAVEL PLAZA #6,"US-167/US-67, EXIT16 & SR-5",Cabot,AR,34.96471,-92.069119,3.499
63836,Double Bees #109,"I-40, EXIT 183",Carlisle,AR,34.762766,-91.767472,3.139
72181,LITTLEFIELD EXPRESS #7,US-167,Cave City,AR,35.974605,-91.532713,3.349
64600,Caseys #4552,"I-40, EXIT 57",Clarksville,AR,35.487667,-93.46942,3.244
71661,Loves Travel Stop #822,"I-40,  Exit 57 & S Crawford St",Clarksville,AR,35.476802,-93.511105,3.3923
62097,FLASH MARKET #17046,US-65/SR-9,Clinton,AR,35.609701,-92.437568,3.239
68469,8 MILE STORE,"US-64/I-40, EXIT 127",Conway,AR,35.048349,-92.388499,3.399
936,CASEYS #4254,"I-40, EXIT 129",Conway,AR,35.1109,-92.407317,3.0323
70421,CASEYS #3581,US-62/US-67,Corning,AR,36.430465,-90.556015,3.2823
64723,CASHS #4470,US-65,Dumas,AR,33.85761,-91.513698,3.209
3264,TA WEST MEMPHIS TRAVEL CENTER,"I-40/US-63, EXIT 260 & SR-149",Earle,AR,35.308087,-90.421553,3.3673
52052,EXPRESSWAY MOBIL,US-63 & US-167,El Dorado,AR,33.177239,-92.634288,3.599
4006,MISSILE MART #1,US-167 & SR-7,El Dorado,AR,33.215072,-92.701191,3.499
66392,MISSILE MART #10,"I-40, EXIT 161",El Dorado,AR,33.173737,-92.666129,3.499
64724,TOBOS TRAVEL CENTER,"I-540, EXIT 58",Fayetteville,AR,36.035654,-94.172332,3.349
71518,SPEEDWAY/7Fleet #9305,SR-18 & SR-1,Forrest City,AR,35.015075,-90.797881,3.174
28,LITTLEFIELD EXPRESS #2,"I-540, EXIT 12 & US-71",Fort Smith,AR,35.396674,-94.444045,3.399
60635,EXXON ON THE RUN,US-62/US-412 & SR-126,Gassville,AR,36.299928,-92.47427,3.695
63642,COLTS QUICK DRAW,"I-40, EXIT 125 & US-65/SR-25",Greenbrier,AR,35.267598,-92.335783,3.3073
5554,Southfork TRUCK STOP,"I-30, EXIT 63 & SR-53",Gurdon,AR,33.878838,-93.161226,3.459
68007,Highland oil,US-412,Hardy,AR,36.326989,-91.426654,3.269
68277,WHITE OAK STATION #15,US-65,Harrison,AR,36.209647,-93.132748,3.599
70493,LOVES TRAVEL STOP #759,US-63/SR-11,Hazen,AR,34.818529,-91.547259,3.2257
66428,SHELL,US-167,Hensley,AR,34.484225,-92.306345,3.589
68009,CIRCLE K #2741779,"US-270, EXIT 2",Hot Springs National Park,AR,34.487432,-92.976318,3.369
64610,KINGS RIVER COUNTRY STORE,US-412,Huntsville,AR,36.105991,-93.689331,3.2657
71211,KUM & GO #0138,US-67,Jacksonville,AR,34.954201,-92.179014,3.099
69483,LOVES TRAVEL STOP #607,"US-63, EXIT 40 & SR-463",Jonesboro,AR,35.859231,-90.719651,3.439
71713,Pilot Dealer #1383,"I-555, Exit 39",Jonesboro,AR,35.8138,-90.712877,3.439
66376,SUBS AND GRUBS,"I-63, EXIT 39",Jonesboro,AR,35.793265,-90.660168,3.389
72990,TA Express Jonesboro,I-555 EXIT 39,Jonesboro,AR,35.850595,-90.678902,3.3923
72626,MFA OIL,SR-18,Lake City,AR,35.808175,-90.453215,3.399
70495,LOVES TRAVEL STOP #689,US-65 & US-82,Lake Village,AR,33.296264,-91.246728,3.269
66349,CIRCLE K #2741796,"I-40, EXIT 5",Little Rock,AR,34.774187,-92.331176,3.3657
67818,LOVES TRAVEL STOP #457,"I-30/US-67/US-70, EXIT 128",Little Rock,AR,34.756108,-92.302891,3.2423
71379,QUIKTRIP #7211,"I-30/US-67/US-70, EXIT 128",Little Rock,AR,34.715435,-92.33088,3.049
66786,Circle K #2741791,"I-40, EXIT 175 & SR-31",Lonoke,AR,34.761786,-91.885604,3.139
70179,WORKMANS TRAVEL CENTER,"I-49, EXIT 78 & SR-264",Lowell,AR,36.260899,-94.167633,3.4023
63841,MAGNOLIA TRAVEL CENTER,US-82 & US-371,Magnolia,AR,33.289594,-93.22158,3.599
68434,Circle K #2741789,"I-30, EXIT 98 & US-270",Malvern,AR,34.347387,-92.799607,3.439
6864,JJS TRUCK STOP,"I-30, EXIT 106",Malvern,AR,34.319899,-92.836136,3.3157
70620,LOVES TRAVEL STOP #779,I-30 EXIT 97,Malvern,AR,34.368449,-92.857869,3.499
6309,WINNERS CIRCLE #1,"I-30 & US-270, EXIT 98A",Malvern,AR,34.346432,-92.81997,3.3523
63846,71 EXPRESS,US-71,Mansfield,AR,35.041721,-94.222095,3.3323
63313,MARION TRAVEL CENTER,I-55 EXIT 14,Marion,AR,35.225043,-90.230279,3.199
68890,Circle K #2741795,"I-430, EXIT 12 & SR-100",Maumelle,AR,34.825125,-92.430168,3.1857
559,SHELL MORGAN ROAD TRUCK STOP,"I-40, EXIT 142",Maumelle,AR,34.88662,-92.371791,3.2073
68008,FAST LANE #3,US-64 & US-49,Mc Crory,AR,35.266716,-91.146562,3.399
52401,LOVES TRAVEL STOP #267,"I-40, EXIT 107 & SR-95",Morrilton,AR,35.17104,-92.712761,3.3607
63803,KOUNTRY XPRESS,"I-40, EXIT 20",Mulberry,AR,35.516149,-93.989931,3.2723
3759,EXXON,US-67 & SR-18,Newport,AR,35.624593,-91.221877,4.1323
72959,JORDANS #75,US-67,Newport,AR,35.559372,-91.240954,3.299
69049,CIRCLE K #2741787,"I-440, EXIT 7 & US-165",North Little Rock,AR,34.73888,-92.274253,3.369
52601,LOVES TRAVEL STOP #236,"I-40, EXIT 161 & SR-391",North Little Rock,AR,34.748982,-92.291921,3.2207
6755,PETRO STOPPING CENTER #326,"I-40, EXIT 161 & SR-391",North Little Rock,AR,34.748477,-92.29315,3.2073
52458,PILOT TRAVEL CENTER #332,"I-40, EXIT 161 & SR-391",North Little Rock,AR,34.802926,-92.297386,3.237
71391,QUIKTRIP #7210,I-40 EXIT 142,North Little Rock,AR,34.742495,-92.262463,3.049
2209,Roadrunner #471,"I-40/US-65, EXIT 142 & SR-365",North Little Rock,AR,34.801885,-92.264682,3.0323
3316,TRUCKOMAT OF N LITTLE ROCK,"I-40, EXIT 161 & SR-391",North Little Rock,AR,34.800274,-92.223106,3.249
72610,JORDANS KWIK STOP #6,I-55 Exit 48 & SR-140,Osceola,AR,35.704816,-89.990989,3.0123
64617,SHELL,"I-55, EXIT 48",Osceola,AR,35.699726,-89.965285,2.999
52558,LOVES TRAVEL STOP #271,"I-40, EXIT 37 & US-219",Ozark,AR,35.521563,-93.813088,3.3923
68369,WORKMANS TRAVEL CENTER,"I-40 EXIT, 35 & SR-23",Ozark,AR,35.563242,-93.85007,3.2973
71945,DK #13904,I-40 EXIT 233 & SR-261,Palestine,AR,34.962403,-90.874457,3.0157
52685,LOVES TRAVEL STOP #275,"I-40/US-63, EXIT 233 & SR-261",Palestine,AR,34.937551,-90.885273,3.3157
70096,LOVES TRAVEL STOP #661,US-65 & SR-81,Pine Bluff,AR,34.23518,-92.012714,3.319
72157,JORDANS KWIK STOP #52,US-67 & SR-304,Pocahontas,AR,36.317951,-91.036772,3.3123
72156,JORDANS KWIK STOP #5,US-412,Portia,AR,36.08394,-91.09641,3.3757
63690,LOVES TRAVEL STOP #277,"I-30, EXIT 46",Prescott,AR,33.788108,-93.40558,3.4757
72667,LOVES TRAVEL STOP #884,"I-30, Exit 46",Prescott,AR,33.76822,-93.344292,3.4757
67371,PARAMOUNT TRAVEL PLAZA,"I-30, EXIT 46 & SR-19",Prescott,AR,33.834357,-93.351161,3.379
66037,TA PRESCOTT TRAVEL CENTER,"I-30, EXIT 44",Prescott,AR,33.817214,-93.349398,3.5023
71213,KUM & GO #0429,US-62,Rogers,AR,36.304502,-94.122965,3.009
70752,CASEYS #3755,SR-7/SR-27,Russellville,AR,35.300698,-93.14025,3.419
52465,FLYING J TRAVEL PLAZA #605,"I-40, EXIT 84",Russellville,AR,35.260254,-93.126395,3.369
4035,PILOT TRAVEL CENTER #430,"I-40,  EXIT 84",Russellville,AR,35.249689,-93.110287,3.375
69152,LOVES TRAVEL STOP #557,"US-64/167, EXIT 44 & SR-367",Searcy,AR,35.26116,-91.723055,3.3623
71965,CIRCLE K #2709989,US-167 & CR-405,Sheridan,AR,34.304872,-92.335275,3.599
68480,KUM & GO #0414,US-212/SR-265,Springdale,AR,36.180827,-94.187282,3.1423
71212,KUM & GO #0426,BUS-71,Springdale,AR,36.145102,-94.140972,3.149
52683,PILOT TRAVEL CENTERS #145,"I-40/US-71/US-62, EXIT 72 AND US-412",Springdale,AR,36.220903,-94.198528,3.459
66683,SUPERSTOP Shell,"I-40, EXIT 192",Stuttgart,AR,34.496072,-91.519869,3.4157
63848,CIRCLE K #2706345,"I-30, EXIT 2",Texarkana,AR,33.407856,-93.9036,3.479
